Country,Organism,Antibiotic,SurveyYear,Interpretation
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,R
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,S
Mexico,Escherichia coli,Meropenem,2022,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,I
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,S
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Escherichia coli,Meropenem,2023,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,I
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,S
Mexico,Klebsiella pneumoniae,Methicillin,2016,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,R
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,S
Mexico,Klebsiella pneumoniae,Methicillin,2017,I
